svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
15658.svs,1,,E0282-G13-P1,E0282-G13-I4,abnormal,vitamin A,High,0,100,mg/kg,4 day,96,Repeat,Gavage,6,2,2,0,slight,"Hypertrophy; Vacuolization, cytoplasmic",Ito cell; Ito cell,slight; slight,false; false,282,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15658.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15658.svs,0
11052.svs,0,,E0289-G12-P0,E0289-G12-I1,normal,griseofulvin,Middle,0,300,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,289,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11052.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11052.svs,0
11055.svs,1,,E0289-G12-P0,E0289-G12-I2,abnormal,griseofulvin,Middle,0,300,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,minimal,Increased mitosis,-,minimal,false,289,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11055.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11055.svs,0
11076.svs,0,,E0289-G16-P0,E0289-G16-I1,normal,griseofulvin,High,0,1000,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,289,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11076.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11076.svs,0
11080.svs,1,,E0289-G16-P0,E0289-G16-I2,abnormal,griseofulvin,High,0,1000,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,minimal,Increased mitosis,-,minimal,false,289,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11080.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/11080.svs,0
31977.svs,0,,E0290-G08-P0,E0290-G08-I1,normal,griseofulvin,Low,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,290,8,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31977.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31977.svs,0
31990.svs,1,,E0290-G08-P0,E0290-G08-I5,abnormal,griseofulvin,Low,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,290,8,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31990.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31990.svs,0
31817.svs,1,,E0290-G09-P0,E0290-G09-I2,abnormal,griseofulvin,Middle,0,300,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Increased mitosis,-,minimal,false,290,9,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31817.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31817.svs,0
31820.svs,0,,E0290-G09-P0,E0290-G09-I4,normal,griseofulvin,Middle,0,300,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,290,9,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31820.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31820.svs,0
31993.svs,0,,E0290-G12-P0,E0290-G12-I1,normal,griseofulvin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,290,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31993.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31993.svs,0
32000.svs,1,,E0290-G12-P0,E0290-G12-I3,abnormal,griseofulvin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,290,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32000.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32000.svs,0
31825.svs,0,,E0290-G13-P0,E0290-G13-I1,normal,griseofulvin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,290,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31825.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31825.svs,0
31828.svs,1,,E0290-G13-P0,E0290-G13-I2,abnormal,griseofulvin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Increased mitosis,-,minimal,false,290,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31828.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31828.svs,0
31945.svs,0,,E0290-G15-P0,E0290-G15-I1,normal,griseofulvin,High,0,1000,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,290,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31945.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31945.svs,0
31952.svs,1,,E0290-G15-P0,E0290-G15-I3,abnormal,griseofulvin,High,0,1000,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,290,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31952.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/31952.svs,0
32010.svs,0,,E0290-G16-P0,E0290-G16-I1,normal,griseofulvin,High,0,1000,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,290,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32010.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32010.svs,0
32021.svs,1,,E0290-G16-P0,E0290-G16-I5,abnormal,griseofulvin,High,0,1000,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,290,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32021.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/32021.svs,0
11918.svs,1,,E0292-G08-P0,E0292-G08-I1,abnormal,flutamide,Low,0,15,mg/kg,29 day,696,Repeat,Gavage,6,2,1,1,minimal,Hypertrophy; Microgranuloma,Centrilobular; -,minimal; minimal,false; true,292,8,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11918.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11918.svs,0
11925.svs,1,,E0292-G08-P1,E0292-G08-I3,abnormal,flutamide,Low,0,15,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,292,8,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11925.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11925.svs,0
11930.svs,0,,E0292-G08-P0,E0292-G08-I4,normal,flutamide,Low,0,15,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,292,8,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11930.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11930.svs,0
11935.svs,0,,E0292-G08-P1,E0292-G08-I5,normal,flutamide,Low,0,15,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,292,8,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11935.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11935.svs,0
11850.svs,1,,E0292-G11-P0,E0292-G11-I2,abnormal,flutamide,Middle,0,50,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,292,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11850.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11850.svs,0
11864.svs,0,,E0292-G11-P0,E0292-G11-I5,normal,flutamide,Middle,0,50,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,292,11,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11864.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11864.svs,0
11717.svs,0,,E0292-G13-P0,E0292-G13-I1,normal,flutamide,High,0,150,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,292,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11717.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11717.svs,0
11720.svs,0,,E0292-G13-P1,E0292-G13-I2,normal,flutamide,High,0,150,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,292,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11720.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11720.svs,0
11722.svs,1,,E0292-G13-P0,E0292-G13-I3,abnormal,flutamide,High,0,150,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,292,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11722.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11722.svs,0
11727.svs,1,,E0292-G13-P1,E0292-G13-I5,abnormal,flutamide,High,0,150,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,292,13,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11727.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11727.svs,0
33352.svs,0,,E0297-G12-P0,E0297-G12-I1,normal,tamoxifen,Middle,0,20,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,297,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33352.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33352.svs,0
33358.svs,1,,E0297-G12-P0,E0297-G12-I4,abnormal,tamoxifen,Middle,0,20,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,297,12,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33358.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33358.svs,0
33361.svs,0,,E0297-G13-P0,E0297-G13-I1,normal,tamoxifen,High,0,60,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,297,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33361.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33361.svs,0
33366.svs,1,,E0297-G13-P0,E0297-G13-I4,abnormal,tamoxifen,High,0,60,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,297,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33366.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33366.svs,0
33387.svs,1,,E0297-G16-P0,E0297-G16-I1,abnormal,tamoxifen,High,0,60,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,297,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33387.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33387.svs,0
33390.svs,0,,E0297-G16-P0,E0297-G16-I2,normal,tamoxifen,High,0,60,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,297,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33390.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33390.svs,0
33393.svs,1,,E0297-G16-P1,E0297-G16-I3,abnormal,tamoxifen,High,0,60,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,297,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33393.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33393.svs,0
33396.svs,0,,E0297-G16-P1,E0297-G16-I5,normal,tamoxifen,High,0,60,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,297,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33396.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33396.svs,0
13050.svs,0,,E0303-G08-P0,E0303-G08-I1,normal,chlormezanone,Low,0,50,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,303,8,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13050.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13050.svs,0
13057.svs,1,,E0303-G08-P0,E0303-G08-I4,abnormal,chlormezanone,Low,0,50,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,8,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13057.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13057.svs,0
13082.svs,0,,E0303-G11-P0,E0303-G11-I1,normal,chlormezanone,Middle,0,150,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,303,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13082.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13082.svs,0
13088.svs,1,,E0303-G11-P0,E0303-G11-I4,abnormal,chlormezanone,Middle,0,150,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,303,11,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13088.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13088.svs,0
13103.svs,0,,E0303-G13-P0,E0303-G13-I1,normal,chlormezanone,High,0,500,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,303,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13103.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13103.svs,0
13105.svs,1,,E0303-G13-P0,E0303-G13-I2,abnormal,chlormezanone,High,0,500,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13105.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13105.svs,0
13107.svs,0,,E0303-G13-P1,E0303-G13-I3,normal,chlormezanone,High,0,500,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,303,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13107.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13107.svs,0
13109.svs,1,,E0303-G13-P1,E0303-G13-I4,abnormal,chlormezanone,High,0,500,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13109.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13109.svs,0
13114.svs,0,,E0303-G14-P0,E0303-G14-I1,normal,chlormezanone,High,0,500,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,303,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13114.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13114.svs,0
13116.svs,1,,E0303-G14-P0,E0303-G14-I2,abnormal,chlormezanone,High,0,500,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13116.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13116.svs,0
13118.svs,0,,E0303-G14-P1,E0303-G14-I3,normal,chlormezanone,High,0,500,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,303,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13118.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13118.svs,0
13120.svs,1,,E0303-G14-P1,E0303-G14-I4,abnormal,chlormezanone,High,0,500,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13120.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13120.svs,0
13125.svs,0,,E0303-G15-P0,E0303-G15-I1,normal,chlormezanone,High,0,500,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,303,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13125.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13125.svs,0
13127.svs,1,,E0303-G15-P0,E0303-G15-I2,abnormal,chlormezanone,High,0,500,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,303,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13127.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13127.svs,0
33651.svs,0,,E0305-G10-P0,E0305-G10-I1,normal,ethinylestradiol,Middle,0,3,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,305,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33651.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33651.svs,0
33655.svs,1,,E0305-G10-P0,E0305-G10-I3,abnormal,ethinylestradiol,Middle,0,3,mg/kg,8 day,192,Repeat,Gavage,6,2,1,1,minimal,"Change, eosinophilic; Necrosis",Periportal; Hepatocyte,minimal; minimal,false; true,305,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33655.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33655.svs,0
33659.svs,1,,E0305-G11-P0,E0305-G11-I1,abnormal,ethinylestradiol,Middle,0,3,mg/kg,15 day,360,Repeat,Gavage,6,2,2,0,minimal,"Change, eosinophilic; Vacuolization, cytoplasmic",Periportal; Hepatocyte,minimal; minimal,false; false,305,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33659.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33659.svs,0
33662.svs,0,,E0305-G11-P0,E0305-G11-I2,normal,ethinylestradiol,Middle,0,3,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,305,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33662.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33662.svs,0
33680.svs,0,,E0305-G13-P0,E0305-G13-I1,normal,ethinylestradiol,High,0,10,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,305,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33680.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33680.svs,0
33685.svs,1,,E0305-G13-P0,E0305-G13-I5,abnormal,ethinylestradiol,High,0,10,mg/kg,4 day,96,Repeat,Gavage,6,3,2,1,minimal,"Necrosis; Proliferation, Kupffer cell; Single cell necrosis",Hepatocyte; -; Hepatocyte,minimal; minimal; minimal,true; false; false,305,13,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33685.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33685.svs,0
